calendar_year,entity_code,type_of_financial_information,amount,sdg_goal,sdg_target,sdg_indicator
2021,UNCDF,EXP,2933445.92,5,,
2021,UNCDF,EXP,17593928.11,13,,
2021,ILO,BUD,2833.36,8,,
2021,ILO,BUD,13833.08,17,,
2021,ILO,BUD,2877.65,8,,
2021,ILO,BUD,3933.87,16,,
2021,ILO,BUD,125094.91,16,,
2021,ILO,BUD,319.74,16,,
2021,ILO,BUD,12887.16,17,,
2021,ILO,BUD,67744.16,17,,
2021,ILO,BUD,1537.01,17,,
2021,ILO,BUD,34238.72,16,,
2021,ILO,BUD,393.48,1,,
2021,ILO,BUD,391.2,1,,
2021,ILO,BUD,127.9,17,,
2021,UNCDF,EXP,3650698.85,7,,
2021,ILO,BUD,60765.16,5,,
2021,ILO,BUD,84549.74,8,,
2021,ILO,BUD,279490.67,8,,
2021,ILO,BUD,26526.44,8,,
2021,ILO,BUD,34238.72,8,,
2021,ILO,BUD,12878.08,4,,
2021,ILO,BUD,8786.89,5,,
2021,ILO,BUD,1102.56,5,,
2021,ILO,BUD,8977.54,5,,
2021,UNCDF,EXP,13203052.92,8,,
2021,UNCDF,EXP,3495620.15,11,,
2021,UNCDF,EXP,12817346.77,17,,
2021,ILO,BUD,2504.29,8,,
2021,ILO,BUD,332758.98,1,,
2021,ILO,BUD,7460.56,16,,
2021,ILO,BUD,162678.14,16,,
2021,ILO,BUD,332758.98,2,,
2021,ILO,BUD,372066.3,5,,
2021,ILO,BUD,702476.98,5,,
2021,ILO,BUD,59205.73,5,,
2021,ILO,BUD,1110089.62,8,,
2021,ILO,BUD,332758.98,8,,
2021,ILO,BUD,7460.56,8,,
2021,ILO,BUD,570290.78,8,,
2021,ILO,BUD,702476.98,8,,
2021,ILO,BUD,7475.94,2,,
2021,ILO,BUD,393.48,2,,
2021,ILO,BUD,677.79,4,,
2021,ILO,BUD,58.03,5,,
2021,ILO,BUD,472.5,5,,
2021,ILO,BUD,879.23,8,,
2021,ILO,BUD,944.94,8,,
2021,ILO,BUD,677.79,8,,
2021,ILO,BUD,34777.14,10,,
2021,ILO,BUD,44493.82,8,,
2021,ILO,BUD,334604.49,8,,
2021,ILO,BUD,177975.27,8,,
2021,ILO,BUD,791004.59,1,,
2021,ILO,BUD,791004.59,10,,
2021,ILO,BUD,42631.8,16,,
2021,ILO,BUD,129671.71,17,,
2021,ILO,BUD,140106.04,8,,
2021,ILO,BUD,518331.06,8,,
2021,ILO,BUD,836307.41,8,,
2021,ILO,BUD,29.61,8,,
2021,ILO,BUD,102790.0,8,,
2021,ILO,BUD,298806.7,4,,
2021,ILO,BUD,13205.39,8,,
2021,ILO,BUD,90947.83,8,,
2021,ILO,BUD,398093.43,1,,
2021,ILO,BUD,6744032.41,5,,
2021,ILO,BUD,171988.52,1,,
2021,ILO,BUD,422874.1,16,,
2021,ILO,BUD,26161.93,4,,
2021,ILO,BUD,72900.27,8,,
2021,ILO,BUD,7475.94,2,,
2021,ILO,BUD,7432.74,3,,
2021,ILO,BUD,12878.08,4,,
2021,ILO,BUD,1102.56,5,,
2021,ILO,BUD,16705.23,8,,
2021,ILO,BUD,17953.71,8,,
2021,ILO,BUD,12878.08,8,,
2021,ILO,BUD,562.56,8,,
2021,ILO,BUD,393.48,1,,
2021,ILO,BUD,391.2,1,,
2021,ILO,BUD,391.2,3,,
2021,ILO,BUD,677.79,4,,
2021,ILO,BUD,58.03,5,,
2021,ILO,BUD,472.5,5,,
2021,ILO,BUD,879.23,8,,
2021,ILO,BUD,677.79,8,,
2021,ILO,BUD,29.61,8,,
2021,ILO,BUD,119614.97,1,,
2021,ILO,BUD,118923.96,1,,
2021,ILO,BUD,52777.57,10,,
2021,ILO,BUD,44281.85,17,,
2021,ILO,BUD,119614.97,2,,
2021,ILO,BUD,118923.96,3,,
2021,ILO,BUD,206049.21,4,,
2021,ILO,BUD,3765.81,5,,
2021,ILO,BUD,8977.54,5,,
2021,ILO,BUD,69370.39,8,,
2021,ILO,BUD,8299.85,17,,
2021,ILO,BUD,922.2,17,,
2021,ILO,BUD,22838.29,8,,
2021,ILO,BUD,49227.22,4,,
2021,ILO,BUD,25421.77,8,,
2021,ILO,BUD,3078.96,16,,
2021,ILO,BUD,127.9,17,,
2021,ILO,BUD,208601.19,8,,
2021,ILO,BUD,9001.04,8,,
2021,ILO,BUD,71026.51,10,,
2021,ILO,BUD,29754.62,8,,
2021,ILO,BUD,32684.45,8,,
2021,ILO,BUD,251900.86,8,,
2021,ILO,BUD,3765.81,8,,
2021,ILO,BUD,52777.57,8,,
2021,ILO,BUD,19143.69,10,,
2021,ILO,BUD,6295.52,1,,
2021,ILO,BUD,6259.15,1,,
2021,ILO,BUD,2046.33,17,,
2021,ILO,BUD,6295.52,2,,
2021,ILO,BUD,6259.15,3,,
2021,ILO,BUD,10844.7,4,,
2021,ILO,BUD,928.48,5,,
2021,ILO,BUD,7560.04,5,,
2021,ILO,BUD,14067.57,8,,
2021,ILO,BUD,15118.92,8,,
2021,ILO,BUD,10844.7,8,,
2021,ILO,BUD,473.74,8,,
2021,ILO,BUD,213079.53,10,,
2021,ILO,BUD,71026.51,8,,
2021,ILO,BUD,139648.36,4,,
2021,ILO,BUD,174614.94,5,,
2021,ILO,BUD,646847.85,5,,
2021,ILO,BUD,19143.69,8,,
2021,ILO,BUD,151820.39,8,,
2021,ILO,BUD,1314268.1,8,,
2021,ILO,BUD,50997.49,8,,
2021,ILO,BUD,44184.57,17,,
2021,ILO,BUD,232265.71,17,,
2021,ILO,BUD,6725.92,8,,
2021,ILO,BUD,6725.92,8,,
2021,ILO,BUD,6725.92,8,,
2021,ILO,BUD,999478.06,16,,
2021,ILO,BUD,103097.33,17,,
2021,ILO,BUD,541953.3,17,,
2021,ILO,BUD,15693.81,8,,
2021,ILO,BUD,15693.81,8,,
2021,ILO,BUD,1924.64,1,,
2021,ILO,BUD,1924.64,10,,
2021,ILO,BUD,326153.76,8,,
2021,ILO,BUD,652653.55,8,,
2021,ILO,BUD,50775.3,1,,
2021,ILO,BUD,57556.53,10,,
2021,ILO,BUD,33592.21,16,,
2021,ILO,BUD,125030.85,16,,
2021,ILO,BUD,191.84,16,,
2021,ILO,BUD,14805.59,17,,
2021,ILO,BUD,67744.16,17,,
2021,ILO,BUD,5.33,5,,
2021,ILO,BUD,7064.18,8,,
2021,ILO,BUD,162975.58,8,,
2021,ILO,BUD,7389.72,8,,
2021,ILO,BUD,27988.99,8,,
2021,ILO,BUD,57556.53,8,,
2021,ILO,BUD,9424.5,8,,
2021,ILO,BUD,265666.11,8,,
2021,ILO,BUD,199895.9,8,,
2021,ILO,BUD,166648.5,8,,
2021,ILO,BUD,199895.9,8,,
2021,ILO,BUD,924167.97,8,,
2021,ILO,BUD,83670.03,8,,
2021,ILO,BUD,23555.03,16,,
2021,ILO,BUD,8881.62,16,,
2021,ILO,BUD,2842.12,16,,
2021,ILO,BUD,26453.18,8,,
2021,ILO,BUD,191082.86,8,,
2021,ILO,BUD,151600.89,1,,
2021,ILO,BUD,833.33,1,,
2021,ILO,BUD,5275.69,8,,
2021,ILO,BUD,1200617.95,8,,
2021,ILO,BUD,21827.47,8,,
2021,ILO,BUD,14161.91,16,,
2021,ILO,BUD,79093.3,16,,
2021,ILO,BUD,79667.81,16,,
2021,ILO,BUD,5533.24,17,,
2021,ILO,BUD,5684.24,5,,
2021,ILO,BUD,31.97,5,,
2021,ILO,BUD,1151.06,8,,
2021,ILO,BUD,156144.38,8,,
2021,ILO,BUD,167933.9,8,,
2021,ILO,BUD,15225.53,8,,
2021,ILO,BUD,68892.9,8,,
2021,ILO,BUD,2886.96,1,,
2021,ILO,BUD,2886.96,10,,
2021,ILO,BUD,1573.55,16,,
2021,ILO,BUD,117839.16,16,,
2021,ILO,BUD,117903.0,16,,
2021,ILO,BUD,614.81,17,,
2021,ILO,BUD,433494.37,17,,
2021,ILO,BUD,147722.05,3,,
2021,ILO,BUD,15693.81,8,,
2021,ILO,BUD,577.39,1,,
2021,ILO,BUD,577.39,10,,
2021,ILO,BUD,23555.03,16,,
2021,ILO,BUD,46257.35,8,,
2021,ILO,BUD,4567.66,8,,
2021,ILO,BUD,16419.29,8,,
2021,ILO,BUD,866.09,1,,
2021,ILO,BUD,866.09,10,,
2021,ILO,BUD,35332.53,16,,
2021,ILO,BUD,35332.53,16,,
2021,ILO,BUD,2557.91,5,,
2021,ILO,BUD,69386.02,8,,
2021,ILO,BUD,6851.49,8,,
2021,ILO,BUD,24628.95,8,,
2021,ILO,BUD,1705.27,5,,
2021,ILO,BUD,147722.05,1,,
2021,ILO,BUD,262761.46,1,,
2021,ILO,BUD,374510.84,10,,
2021,ILO,BUD,262761.46,10,,
2021,ILO,BUD,71957.07,16,,
2021,ILO,BUD,646847.85,16,,
2021,ILO,BUD,1236684.96,17,,
2021,ILO,BUD,433494.37,17,,
2021,ILO,BUD,433494.37,17,,
2021,ILO,BUD,161729.78,16,,
2021,ILO,BUD,298806.7,8,,
2021,ILO,BUD,17652.72,5,,
2021,ILO,BUD,110866.4,16,,
2021,ILO,BUD,5634943.78,8,,
2021,ILO,BUD,9592.15,16,,
2021,ILO,BUD,171988.52,3,,
2021,ILO,BUD,3985913.84,8,,
2021,ILO,BUD,32128.59,5,,
2021,ILO,BUD,49227.22,5,,
2021,ILO,BUD,91421.52,5,,
2021,ILO,BUD,6706.82,5,,
2021,ILO,BUD,91421.52,8,,
2021,ILO,BUD,377347.06,8,,
2021,ILO,BUD,76737.23,16,,
2021,ILO,BUD,17279.66,1,,
2021,ILO,BUD,17279.66,10,,
2021,ILO,BUD,7815.83,16,,
2021,ILO,BUD,383207.0,8,,
2021,ILO,BUD,277461.94,8,,
2021,ILO,BUD,249711.7,8,,
2021,ILO,BUD,159155.77,8,,
2021,ILO,BUD,76264.97,1,,
2021,ILO,BUD,54720.99,16,,
2021,ILO,BUD,54720.99,8,,
2021,ILO,BUD,70426.01,1,,
2021,ILO,BUD,33750.17,12,,
2021,ILO,BUD,44052.85,16,,
2021,ILO,BUD,33750.17,8,,
2021,ILO,BUD,114478.86,8,,
2021,ILO,BUD,68204.51,1,,
2021,ILO,BUD,19421.15,3,,
2021,ILO,BUD,139648.36,4,,
2021,ILO,BUD,55934.04,8,,
2021,ILO,BUD,23226.93,16,,
2021,ILO,BUD,1265900.0,8,,
2021,ILO,BUD,88105.71,3,,
2021,ILO,BUD,210316.86,8,,
2021,ILO,BUD,470776.84,10,,
2021,ILO,BUD,1645499.51,8,,
2021,ILO,BUD,9592.15,8,,
2021,ILO,BUD,353067.01,16,,
2021,ILO,BUD,26324.66,16,,
2021,ILO,BUD,108948.27,16,,
2021,ILO,BUD,82134.59,6,,
2021,ILO,BUD,157027.12,1,,
2021,ILO,BUD,13205.39,5,,
2021,ILO,BUD,88105.71,1,,
2021,ILO,BUD,17652.72,8,,
2021,ILO,BUD,1645499.51,4,,
2021,ILO,BUD,110866.4,8,,
2021,ILO,BUD,171988.52,10,,
2021,ILO,BUD,56507.77,8,,
2021,ILO,BUD,64018.65,8,,
2021,ILO,BUD,82134.59,8,,
2021,ILO,BUD,37987.14,16,,
2021,ILO,BUD,19031.43,8,,
2021,ILO,BUD,151600.89,10,,
2021,ILO,BUD,7815.83,5,,
2021,ILO,BUD,97180.99,8,,
2021,ILO,BUD,1094048.94,8,,
2021,ILO,BUD,60943.58,8,,
2021,ILO,BUD,1339680.09,8,,
2021,ILO,BUD,2842.12,8,,
2021,ILO,BUD,12135.49,10,,
2021,ILO,BUD,108948.27,1,,
2021,ILO,BUD,2842.12,8,,
2021,ILO,BUD,92364.11,16,,
2021,ILO,BUD,2842.12,1,,
2021,ILO,BUD,12789.54,17,,
2021,ILO,BUD,58079.24,17,,
2021,ILO,BUD,833.33,5,,
2021,ILO,BUD,115001.76,8,,
2021,ILO,BUD,97180.99,4,,
2021,ILO,BUD,166199.96,8,,
2021,ILO,BUD,647110.86,8,,
2021,ILO,BUD,325434.88,9,,
2021,ILO,BUD,502417.95,17,,
2021,ILO,BUD,436097.16,17,,
2021,ILO,BUD,60943.58,4,,
2021,ILO,BUD,928283.37,5,,
2021,ILO,BUD,21827.47,8,,
2021,ILO,BUD,938515.11,8,,
2021,ILO,BUD,18615025.65,8,,
2021,ILO,BUD,15427040.3,8,,
2021,ILO,BUD,403011.94,8,,
2021,ILO,BUD,6969419.23,8,,
2021,ILO,BUD,1016680.67,8,,
2021,ILO,BUD,10372.58,17,,
2021,ILO,BUD,1416373.46,8,,
2021,ILO,BUD,76052.66,1,,
2021,ILO,BUD,35881.76,16,,
2021,ILO,BUD,123103.46,4,,
2021,ILO,BUD,4500.02,10,,
2021,ILO,BUD,48342.33,16,,
2021,ILO,BUD,69172.05,8,,
2021,ILO,BUD,2606069.33,8,,
2021,ILO,BUD,69993.97,10,,
2021,ILO,BUD,64158.59,16,,
2021,ILO,BUD,1922064.27,8,,
2021,ILO,BUD,1141339.9,8,,
2021,ILO,BUD,8036.1,8,,
2021,ILO,BUD,199513.32,16,,
2021,ILO,BUD,8166.08,8,,
2021,ILO,BUD,776266.24,8,,
2021,ILO,BUD,3268796.66,8,,
2021,ILO,BUD,10372.58,1,,
2021,ILO,BUD,82771.05,8,,
2021,ILO,BUD,12135.49,1,,
2021,ILO,BUD,58861.73,16,,
2021,ILO,BUD,562007.6,8,,
2021,ILO,BUD,2500.0,1,,
2021,ILO,BUD,146729.71,10,,
2021,ILO,BUD,510959.82,16,,
2021,ILO,BUD,146729.71,3,,
2021,ILO,BUD,76052.66,1,,
2021,ILO,BUD,95803.12,16,,
2021,ILO,BUD,152812.14,16,,
2021,ILO,BUD,104552.03,5,,
2021,ILO,BUD,76052.66,5,,
2021,ILO,BUD,236.84,5,,
2021,ILO,BUD,104315.19,8,,
2021,ILO,BUD,154018.5,8,,
2021,ILO,BUD,290307.39,8,,
2021,ILO,BUD,43806.42,16,,
2021,ILO,BUD,17198.22,8,,
2021,ILO,BUD,17198.22,8,,
2021,ILO,BUD,4973.71,8,,
2021,ILO,BUD,152517.5,8,,
2021,ILO,BUD,106365.4,1,,
2021,ILO,BUD,9769.79,1,,
2021,ILO,BUD,9769.79,3,,
2021,ILO,BUD,710.53,3,,
2021,ILO,BUD,57552.93,4,,
2021,ILO,BUD,57552.93,4,,
2021,ILO,BUD,106365.4,8,,
2021,ILO,BUD,106365.4,8,,
2021,ILO,BUD,406785.95,8,,
2021,ILO,BUD,47769.83,8,,
2021,ILO,BUD,93388.86,8,,
2021,ILO,BUD,45883.46,5,,
2021,ILO,BUD,955036.15,8,,
2021,ILO,BUD,123103.46,8,,
2021,ILO,BUD,6394.76,1,,
2021,ILO,BUD,980.45,10,,
2021,ILO,BUD,8526.35,16,,
2021,ILO,BUD,980.45,5,,
2021,ILO,BUD,53531.81,8,,
2021,ILO,BUD,467904.35,8,,
2021,ILO,BUD,54512.26,8,,
2021,ILO,BUD,126454.94,8,,
2021,ILO,BUD,11013.21,16,,
2021,ILO,BUD,4500.02,5,,
2021,ILO,BUD,43269.81,8,,
2021,ILO,BUD,205954.83,8,,
2021,ILO,BUD,20973.77,16,,
2021,ILO,BUD,469808.13,3,,
2021,ILO,BUD,452669.41,8,,
2021,ILO,BUD,161128.24,8,,
2021,ILO,BUD,39251.07,13,,
2021,ILO,BUD,93388.86,4,,
2021,ILO,BUD,487038.72,8,,
2021,ILO,BUD,7990.55,8,,
2021,ILO,BUD,241474.91,8,,
2021,ILO,BUD,273157.11,9,,
2021,ILO,BUD,69276.67,1,,
2021,ILO,BUD,69276.67,10,,
2021,ILO,BUD,124464.93,4,,
2021,ILO,BUD,30192.26,5,,
2021,ILO,BUD,1213699.88,8,,
2021,ILO,BUD,161128.24,8,,
2021,ILO,BUD,19421.15,8,,
2021,ILO,BUD,65548.77,8,,
2021,ILO,BUD,92942.03,8,,
2021,ILO,BUD,81987.81,8,,
2021,ILO,BUD,79618.81,10,,
2021,ILO,BUD,229458.12,17,,
2021,ILO,BUD,111372.82,8,,
2021,ILO,BUD,277737.34,8,,
2021,ILO,BUD,39251.07,8,,
2021,ILO,BUD,730331.58,8,,
2021,ILO,BUD,511016.08,8,,
2021,ILO,BUD,769475.2,8,,
2021,ILO,BUD,13521.23,16,,
2021,ILO,BUD,8668.33,17,,
2021,ILO,BUD,1894.75,5,,
2021,ILO,BUD,8668.33,8,,
2021,ILO,BUD,1894.75,8,,
2021,ILO,BUD,18383.91,8,,
2021,ILO,BUD,347599.41,1,,
2021,ILO,BUD,1425310.91,8,,
2021,ILO,BUD,1148633.64,4,,
2021,ILO,BUD,283059.98,1,,
2021,ILO,BUD,67177.13,10,,
2021,ILO,BUD,73494.35,15,,
2021,ILO,BUD,209565.63,3,,
2021,ILO,BUD,375618.12,1,,
2021,ILO,BUD,4852.9,16,,
2021,ILO,BUD,55956.42,4,,
2021,ILO,BUD,75356.84,5,,
2021,ILO,BUD,174941.23,16,,
2021,ILO,BUD,15631.66,5,,
2021,ILO,BUD,15631.66,5,,
2021,ILO,BUD,24158.02,8,,
2021,ILO,BUD,21315.9,8,,
2021,ILO,BUD,83064.94,8,,
2021,ILO,BUD,395817.89,8,,
2021,ILO,BUD,417961.35,8,,
2021,ILO,BUD,37302.82,16,,
2021,ILO,BUD,52672.78,16,,
2021,ILO,BUD,1063737.03,4,,
2021,ILO,BUD,92942.03,8,,
2021,ILO,BUD,92942.03,8,,
2021,ILO,BUD,4263.18,8,,
2021,ILO,BUD,78731.97,8,,
2021,ILO,BUD,48409.6,8,,
2021,ILO,BUD,138855.93,1,,
2021,ILO,BUD,474959.71,1,,
2021,ILO,BUD,5684.24,10,,
2021,ILO,BUD,18829.12,16,,
2021,ILO,BUD,474959.71,3,,
2021,ILO,BUD,5684.24,5,,
2021,ILO,BUD,4627.29,10,,
2021,ILO,BUD,138855.93,6,,
2021,ILO,BUD,109767.55,8,,
2021,ILO,BUD,-8000.0,8,,
2021,ILO,BUD,2131.59,4,,
2021,ILO,BUD,699269.11,5,,
2021,ILO,BUD,8526.36,17,,
2021,ILO,BUD,8526.36,8,,
2021,ILO,BUD,527276.68,1,,
2021,ILO,BUD,1353133.84,1,,
2021,ILO,BUD,143532.77,1,,
2021,ILO,BUD,1342765.69,10,,
2021,ILO,BUD,675232.93,10,,
2021,ILO,BUD,87918.72,12,,
2021,ILO,BUD,10368.15,15,,
2021,ILO,BUD,34460.7,16,,
2021,ILO,BUD,1201553.59,8,,
2021,ILO,BUD,13500.07,1,,
2021,ILO,BUD,138855.93,8,,
2021,ILO,BUD,213413.38,10,,
2021,ILO,BUD,213413.38,5,,
2021,ILO,BUD,15468.83,8,,
2021,ILO,BUD,15468.83,8,,
2021,ILO,BUD,213413.38,8,,
2021,ILO,BUD,327885.98,1,,
2021,ILO,BUD,419025.82,1,,
2021,ILO,BUD,121979.19,10,,
2021,ILO,BUD,422555.35,10,,
2021,ILO,BUD,91390.31,16,,
2021,ILO,BUD,43456.27,17,,
2021,ILO,BUD,699269.11,4,,
2021,ILO,BUD,121979.19,5,,
2021,ILO,BUD,783330.52,8,,
2021,ILO,BUD,2131.59,8,,
2021,ILO,BUD,1321832.14,8,,
2021,ILO,BUD,699269.11,8,,
2021,ILO,BUD,771018.85,8,,
2021,ILO,BUD,878979.14,8,,
2021,ILO,BUD,490487.03,1,,
2021,ILO,BUD,133218.37,4,,
2021,ILO,BUD,490487.03,5,,
2021,ILO,BUD,510416.13,5,,
2021,ILO,BUD,133218.37,5,,
2021,ILO,BUD,34044.63,5,,
2021,ILO,BUD,13982.42,8,,
2021,ILO,BUD,10520.84,8,,
2021,ILO,BUD,8770.98,8,,
2021,ILO,BUD,10520.84,8,,
2021,ILO,BUD,63239.67,8,,
2021,ILO,BUD,14154.16,8,,
2021,ILO,BUD,28421.2,10,,
2021,ILO,BUD,268928.85,8,,
2021,ILO,BUD,262761.46,8,,
2021,ILO,BUD,847395.37,8,,
2021,ILO,BUD,27000.14,8,,
2021,ILO,BUD,151820.39,9,,
2021,ILO,BUD,32271.98,1,,
2021,ILO,BUD,32271.98,10,,
2021,ILO,BUD,32271.98,8,,
2021,ILO,BUD,7774.84,1,,
2021,ILO,BUD,13829.55,1,,
2021,ILO,BUD,19711.09,10,,
2021,ILO,BUD,13829.55,10,,
2021,ILO,BUD,3787.22,16,,
2021,ILO,BUD,34044.63,16,,
2021,ILO,BUD,65088.7,17,,
2021,ILO,BUD,3651.07,8,,
2021,ILO,BUD,40855.47,8,,
2021,ILO,BUD,13829.55,8,,
2021,ILO,BUD,44599.77,8,,
2021,ILO,BUD,1421.06,8,,
2021,ILO,BUD,7990.55,9,,
2021,ILO,BUD,40855.47,10,,
2021,ILO,BUD,10657.95,8,,
2021,ILO,BUD,93716.97,1,,
2021,ILO,BUD,278290.89,1,,
2021,ILO,BUD,5921.08,16,,
2021,ILO,BUD,5921.08,16,,
2021,ILO,BUD,98748.66,16,,
2021,ILO,BUD,318526.4,17,,
2021,ILO,BUD,278290.89,4,,
2021,ILO,BUD,35659.91,5,,
2021,ILO,BUD,205815.0,9,,
2021,ILO,BUD,19539.57,8,,
2021,ILO,BUD,378062.19,1,,
2021,ILO,BUD,51513.42,10,,
2021,ILO,BUD,333888.12,16,,
2021,ILO,BUD,342321.71,4,,
2021,ILO,BUD,314348.55,4,,
2021,ILO,BUD,42987.06,5,,
2021,ILO,BUD,5211.25,8,,
2021,ILO,BUD,102189.98,8,,
2021,ILO,BUD,48198.31,8,,
2021,ILO,BUD,342321.71,8,,
2021,ILO,BUD,46894.98,8,,
2021,ILO,BUD,71052.99,8,,
2021,ILO,BUD,134408.57,8,,
2021,ILO,BUD,273157.11,8,,
2021,ILO,BUD,19539.57,16,,
2021,ILO,BUD,484038.88,8,,
2021,ILO,BUD,235323.13,4,,
2021,ILO,BUD,126383.67,8,,
2021,ILO,BUD,199219.56,8,,
2021,ILO,BUD,659247.65,8,,
2021,ILO,BUD,84549.74,1,,
2021,ILO,BUD,88418.74,16,,
2021,ILO,BUD,99762.24,16,,
2021,ILO,BUD,48316.04,17,,
2021,ILO,BUD,104579.49,4,,
2021,ILO,BUD,31191.4,5,,
2021,ILO,BUD,347599.41,5,,
2021,ILO,BUD,25491.21,5,,
2021,ILO,BUD,99762.24,8,,
2021,ILO,BUD,273157.11,8,,
2021,ILO,BUD,30192.26,8,,
2021,ILO,BUD,17028.97,1,,
2021,ILO,BUD,145766.13,8,,
2021,ILO,BUD,168605.35,8,,
2021,ILO,BUD,178464.75,10,,
2021,ILO,BUD,11465.65,8,,
2021,ILO,BUD,13393.19,8,,
2021,ILO,BUD,66316.13,8,,
2021,ILO,BUD,20716.23,8,,
2021,ILO,BUD,159155.77,12,,
2021,ILO,BUD,194087.51,8,,
2021,ILO,BUD,17061.48,5,,
2021,ILO,BUD,199513.32,8,,
2021,ILO,BUD,119229.17,8,,
2021,ILO,BUD,189790.94,16,,
2021,ILO,BUD,19184.31,16,,
2021,ILO,BUD,56390.63,1,,
2021,ILO,BUD,124464.93,8,,
2021,ILO,BUD,49737.1,17,,
2021,ILO,BUD,63390.53,5,,
2021,ILO,BUD,212905.46,8,,
2021,ILO,BUD,252749.1,8,,
2021,ILO,BUD,63390.53,8,,
2021,ILO,BUD,329860.62,8,,
2021,ILO,BUD,212905.46,8,,
2021,ILO,BUD,390840.48,1,,
2021,ILO,BUD,96310.5,14,,
2021,ILO,BUD,42276.52,16,,
2021,ILO,BUD,43606.99,16,,
2021,ILO,BUD,34460.7,16,,
2021,ILO,BUD,905969.62,4,,
2021,ILO,BUD,230736.69,5,,
2021,ILO,BUD,231451.49,8,,
2021,ILO,BUD,143532.77,8,,
2021,ILO,BUD,1650035.87,8,,
2021,ILO,BUD,230736.69,8,,
2021,ILO,BUD,184500.98,8,,
2021,ILO,BUD,3314890.64,8,,
2021,ILO,BUD,140238.92,8,,
2021,ILO,BUD,262896.08,8,,
2021,ILO,BUD,483370.3,8,,
2021,ILO,BUD,212669.2,8,,
2021,ILO,BUD,212905.46,4,,
2021,ILO,BUD,17423.82,10,,
2021,ILO,BUD,142887.03,5,,
2021,ILO,BUD,1605785.6,8,,
2021,ILO,BUD,1318327.75,8,,
2021,ILO,BUD,1139863.0,8,,
2021,ILO,BUD,6039.5,3,,
2021,ILO,BUD,313587.72,17,,
2021,ILO,BUD,43606.99,17,,
2021,ILO,BUD,390840.48,3,,
2021,ILO,BUD,277146.32,4,,
2021,ILO,BUD,277146.32,4,,
2021,ILO,BUD,10302.69,5,,
2021,ILO,BUD,347282.69,5,,
2021,ILO,BUD,277146.32,5,,
2021,ILO,BUD,10302.69,5,,
2021,ILO,BUD,466979.57,8,,
2021,ILO,BUD,42276.52,8,,
2021,ILO,BUD,106613.19,8,,
2021,ILO,BUD,4263.18,8,,
2021,ILO,BUD,443593.19,8,,
2021,ILO,BUD,1605785.6,13,,
2021,ILO,BUD,155967.82,5,,
2021,ILO,BUD,8036.1,8,,
2021,ILO,BUD,178464.75,8,,
2021,ILO,BUD,6277.87,10,,
2021,ILO,BUD,112746.97,10,,
2021,ILO,BUD,112746.97,1,,
2021,ILO,BUD,11465.65,12,,
2021,ILO,BUD,215588.57,12,,
2021,ILO,BUD,59908.24,8,,
2021,ILO,BUD,78134.83,8,,
2021,ILO,BUD,3750.0,8,,
2021,ILO,BUD,159155.77,13,,
2021,ILO,BUD,51808.86,16,,
2021,ILO,BUD,411862.58,8,,
2021,ILO,BUD,64355.54,3,,
2021,ILO,BUD,200115.82,1,,
2021,ILO,BUD,10480.32,16,,
2021,ILO,BUD,2879.1,8,,
2021,ILO,BUD,10480.32,8,,
2021,ILO,BUD,1139863.0,13,,
2021,ILO,BUD,408684.08,8,,
2021,ILO,BUD,78134.83,10,,
2021,ILO,BUD,250304.89,1,,
2021,ILO,BUD,234116.68,1,,
2021,ILO,BUD,234116.68,4,,
2021,ILO,BUD,22263.27,10,,
2021,ILO,BUD,73714.75,8,,
2021,ILO,BUD,24158.02,8,,
2021,ILO,BUD,932724.63,16,,
2021,ILO,BUD,270214.53,8,,
2021,ILO,BUD,5346.5,10,,
2021,ILO,BUD,163865.8,1,,
2021,ILO,BUD,4796.08,16,,
2021,ILO,BUD,43292.5,8,,
2021,ILO,BUD,95074.63,4,,
2021,ILO,BUD,46784.14,5,,
2021,ILO,BUD,1043855.08,17,,
2021,ILO,BUD,67592.36,8,,
2021,ILO,BUD,320643.79,8,,
2021,ILO,BUD,2500.0,1,,
2021,ILO,BUD,3750.0,16,,
2021,ILO,BUD,250304.89,10,,
2021,ILO,BUD,346197.01,8,,
2021,ILO,BUD,82875.93,1,,
2021,ILO,BUD,82875.93,3,,
2021,ILO,BUD,82875.93,5,,
2021,ILO,BUD,25718.37,10,,
2021,ILO,BUD,63139.78,5,,
2021,ILO,BUD,2997186.48,8,,
2021,ILO,BUD,132630.37,8,,
2021,ILO,BUD,67761.27,1,,
2021,ILO,BUD,17061.48,10,,
2021,ILO,BUD,63139.78,8,,
2021,ILO,BUD,2997186.48,8,,
2021,ILO,BUD,177250.05,16,,
2021,ILO,BUD,90776.23,8,,
2021,ILO,BUD,50447.63,4,,
2021,ILO,BUD,12204.73,1,,
2021,ILO,BUD,12204.73,5,,
2021,ILO,BUD,402805.19,8,,
2021,ILO,BUD,56390.63,10,,
2021,ILO,BUD,5684.24,10,,
2021,ILO,BUD,49596.34,16,,
2021,ILO,BUD,56390.63,3,,
2021,ILO,BUD,484966.75,4,,
2021,ILO,BUD,648242.76,8,,
2021,ILO,BUD,402227.27,8,,
2021,ILO,BUD,119229.17,8,,
2021,ILO,BUD,12204.73,10,,
2021,ILO,BUD,76384.59,8,,
2021,ILO,BUD,194384.78,8,,
2021,ILO,BUD,5346.5,8,,
2021,ILO,BUD,4796.08,16,,
